"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Primary Source","Activity Status","Deactivation Date","Population Served Count","Rule Name","Violation Code","Violation Type","Violation Category Code","Is Health Based","Contaminant Name","Compliance Period Begin Date","Compliance Period End Date","Compliance Status","RTC Date","Enforcement Action Type Code","Enforcement Action Description","Is Major Violation","Severity Indicator Count","Public Notification Tier","Violation First Reported Date"
"WA5316020","CRESCENT WATER ASSN","Region 10","Washington","Community water system","State","Surface water","Active","-","2,532","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUL-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"ID6060036","INL MFC","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","1,098","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","14-MAY-2002","Returned to Compliance","14-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"WA5391912","WILLOW TREE PARK","Region 10","Washington","Community water system","State","Ground water","Active","-","176","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5319890","DOUBLE L MOBILE HOME PARK","Region 10","Washington","Community water system","State","Ground water","Active","-","58","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5318250","DAYTON WATER DEPARTMENT","Region 10","Washington","Community water system","State","Ground water","Active","-","3,276","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-AUG-2003","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5325980","OLYMPIA FORESTRY SCIENCES LAB","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","40","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5319200","DIABLO WTR SYS-SEATTLE CITY LIGHT","Region 10","Washington","Community water system","State","Ground water","Active","-","53","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5319246","PUDDINGSTONE","Region 10","Washington","Community water system","State","Ground water","Active","-","69","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5312690","Agrium US Inc - Kennewick Area","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","80","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5324700","FARMINGTON WATER DEPT","Region 10","Washington","Community water system","State","Ground water","Active","-","142","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"AK2380379","AK GATEWAY SD - MENTASTA LAKE","Region 10","Alaska","Non-Transient non-community system","State","Ground water","Active","-","43","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","10-DEC-2008","SOX","State Compliance achieved","-","-","3","25-FEB-2000"
"WA5328050","GLENHAVEN LAKES CLUB","Region 10","Washington","Community water system","State","Ground water","Active","-","1,733","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUN-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5322340","EDELWEISS MAINTENANCE COMMISSION","Region 10","Washington","Community water system","State","Ground water","Active","-","158","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5322421","EDGEWATER MOBILE ESTATES","Region 10","Washington","Community water system","State","Ground water","Active","-","70","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5320000","DRIFTWOOD SHORES WATER SYSTEM INC","Region 10","Washington","Community water system","State","Ground water","Active","-","222","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"ID5070041","PICABO WATER SYSTEM","Region 10","Idaho","Community water system","State","Ground water","Active","-","50","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","22-OCT-2003","SOX","State Compliance achieved","-","-","3","22-MAR-2003"
"WA5307850","BOSTON HARBOR","Region 10","Washington","Community water system","State","Ground water","Active","-","1,147","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUN-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5308236","Holiday Hideaway Water Co","Region 10","Washington","Community water system","State","Ground water","Active","-","235","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5308246","JAW FARMS INC","Region 10","Washington","Community water system","State","Ground water","Active","-","330","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5306731","DRY SORT DOMESTIC","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","80","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","31-DEC-2001","Returned to Compliance","31-DEC-2001","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5306147","BEVERLY BEACH IMPROVEMENT CLUB","Region 10","Washington","Community water system","State","Ground water","Active","-","56","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5306152","Lamb Weston - Paterson","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","250","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","01-OCT-2000","Returned to Compliance","01-OCT-2000","SOX","State Compliance achieved","-","-","3","16-FEB-2002"
"ID7100047","BROADWAY APARTMENTS","Region 10","Idaho","Community water system","State","Ground water","Active","-","72","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","28-OCT-2002","Returned to Compliance","28-OCT-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"WA5306630","BIG BEND LANDOWNERS ASSOCIATION","Region 10","Washington","Community water system","State","Ground water","Active","-","399","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5305329","BURNSVILLE-676","Region 10","Washington","Community water system","State","Ground water","Active","-","183","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5355042","Mineral School","Region 10","Washington","Transient non-community system","State","Ground water","Active","-","33","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-DEC-2003","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5311496","US NAVAL RADIO STATION(T)JIM CRK","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","109","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"OR4101246","YOUNG LIFE","Region 10","Oregon","Community water system","State","Surface water","Active","-","482","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2000","30-JUN-2000","Returned to Compliance","01-JAN-2007","SOX","State Compliance achieved","-","-","3","29-AUG-2000"
"WA5309800","BURTON WATER COMPANY INC","Region 10","Washington","Community water system","State","Ground water","Active","-","1,053","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Open","-","-","-","-","-","3","16-FEB-2002"
"WA5315505","COUNTRY ESTATES","Region 10","Washington","Community water system","State","Ground water","Active","-","150","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5303000","ARROWHEAD BEACH COOP WATER ASSOC","Region 10","Washington","Community water system","State","Ground water","Active","-","188","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-OCT-2000","Returned to Compliance","01-OCT-2000","SOX","State Compliance achieved","-","-","3","16-FEB-2002"
"WA5302306","COOPER POINT ESTATES","Region 10","Washington","Community water system","State","Ground water","Active","-","36","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","01-OCT-2000","Returned to Compliance","01-OCT-2000","SOX","State Compliance achieved","-","-","3","16-FEB-2002"
"ID3370008","CJ STRIKE POWER PLANT IDAHO POWER","Region 10","Idaho","Transient non-community system","State","Ground water","Active","-","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","29-MAY-2002","Returned to Compliance","29-MAY-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"WA5300932","SKAGIT COUNTY PUD 1 FIDALGO","Region 10","Washington","Community water system","State","Surface water purchased","Active","-","1,945","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-SEP-2008","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5300943","LIBERTY BELL HIGH SCHOOL","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","642","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"OR4101479","TWILIGHT VIEW ESTATES","Region 10","Oregon","Community water system","State","Ground water","Active","-","50","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","29-OCT-1999","SOX","State Compliance achieved","-","-","3","12-DEC-1999"
"AK2340230","KIANA WATER SYSTEM","Region 10","Alaska","Community water system","State","Ground water","Active","-","455","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","02-FEB-2001","SOX","State Compliance achieved","-","-","3","25-FEB-2000"
"WA5309156","CHEWELAH WATER DEPT NORTH","Region 10","Washington","Community water system","State","Ground water","Active","-","350","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"OR4191851","PLEASANT HILL SCHOOLS","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","1,200","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","18-OCT-2000","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"OR4192641","USFS TIMBERLINE LODGE 1","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","500","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","27-MAR-2002","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"ID7220131","FALL RIVER ELECTRIC","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","35","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","13-MAY-2002","Returned to Compliance","13-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"OR4191211","PACIFIC HIGH SCHOOL SD 2J","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","150","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","06-FEB-2008","SOX","State Compliance achieved","-","-","2","04-DEC-1998"
"OR4100569","OCEAN PINES RV PARK","Region 10","Oregon","Transient non-community system","State","Ground water","Active","-","75","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","01-JAN-2002","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"WA5345350","LAKEVIEW PARK WATER ASSN","Region 10","Washington","Community water system","State","Ground water","Active","-","1,259","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5357775","MUTINY BAY RIVIERA","Region 10","Washington","Transient non-community system","State","Ground water","Active","-","23","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","16-FEB-2002","EO0","Federal no longer subject to Rule","-","-","3","16-FEB-2002"
"OR4100329","NESIKA BEACH-OPHIR WD","Region 10","Oregon","Community water system","State","Ground water","Active","-","1,500","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","18-APR-2000","SIF","State Public Notification received","-","-","2","04-DEC-1998"
"AK2381422","NORTHWAY WASHETERIA/CLINIC","Region 10","Alaska","Community water system","State","Ground water","Active","-","223","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","30-NOV-2000","Returned to Compliance","25-SEP-2002","SOX","State Compliance achieved","-","-","3","19-AUG-2000"
"WA5338261","CROCKER CREEK-663","Region 10","Washington","Community water system","State","Ground water","Active","-","60","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"AK2360230","BEAVER WATER SYSTEM","Region 10","Alaska","Community water system","State","Ground water","Active","-","80","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","30-APR-2001","Returned to Compliance","30-APR-2001","SFL","State Administrative/Compliance Order without penalty issued","-","-","3","19-AUG-2000"
"ID3140070","MELBA CITY OF","Region 10","Idaho","Community water system","State","Ground water","Active","-","510","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","22-OCT-2003","SOX","State Compliance achieved","-","-","3","22-MAR-2003"
"WA5309570","BURMAN ACRES WATER","Region 10","Washington","Community water system","State","Ground water","Active","-","92","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUL-2008","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"OR4100381","WOLSBORN FARMS WATER DISTRICT","Region 10","Oregon","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","12-DEC-2001","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"OR4190587","SILVER CREST SCHOOL","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","158","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","08-DEC-2004","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"OR4191915","MERLIN ALT CENTER (MAC)","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","50","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","01-MAY-2002","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"OR4191914","MANZANITA ELEMENTARY","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","465","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","03-MAY-1999","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"OR4191906","FORT VANNOY ELEMENTARY","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","399","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","05-MAY-1999","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"OR4191899","WILLIAMS ELEMENTARY","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","120","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","05-MAY-1999","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"WA5342175","KIONA VILLAGE COURT","Region 10","Washington","Community water system","State","Ground water","Active","-","124","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5315150","COUGAR MOUNTAIN","Region 10","Washington","Community water system","State","Ground water","Active","-","220","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5314100","COLTON WATER DEPARTMENT","Region 10","Washington","Community water system","State","Ground water","Active","-","617","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Open","-","-","-","-","-","3","16-FEB-2002"
"WA5310808","CAMELOT AND WESTERN SKIES","Region 10","Washington","Community water system","State","Ground water","Active","-","231","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-AUG-2004","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5310811","Maxwelton Water System","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","1,700","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"OR4100971","CAVE JUNCTION, CITY OF","Region 10","Oregon","Community water system","State","Surface water","Active","-","1,935","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","27-SEP-2001","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"WA5311002","CANDLEWOOD MOBILE MANOR","Region 10","Washington","Community water system","State","Ground water","Active","-","211","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5312800","CHINOOK WATER DISTRICT","Region 10","Washington","Community water system","State","Surface water","Active","-","664","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"ID7330009","HIBBARD ELEMENTARY","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","209","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","13-MAY-2002","Returned to Compliance","13-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"WA5311917","SKAGIT CO PUD - CEDARGROVE","Region 10","Washington","Community water system","State","Ground water","Active","-","430","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUL-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5311947","CEDARS MOBILE MANOR","Region 10","Washington","Community water system","State","Ground water","Active","-","80","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUL-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5308914","BRUTUS WATER SYSTEM","Region 10","Washington","Community water system","State","Ground water","Active","-","48","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","01-OCT-2000","Returned to Compliance","01-OCT-2000","SOX","State Compliance achieved","-","-","3","16-FEB-2002"
"OR4100692","PRESCOTT, CITY OF","Region 10","Oregon","Community water system","State","Ground water","Active","-","70","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","08-APR-2002","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"WA5308359","HENDERSON BOULEVARD","Region 10","Washington","Community water system","State","Ground water","Active","-","389","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-AUG-2001","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"ID7260017","IRELAND ACRES 1","Region 10","Idaho","Community water system","State","Ground water","Active","-","54","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","16-JUL-2002","Returned to Compliance","16-JUL-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID7100059","BONNEVILLE ACRES WATER USERS ASSN INC","Region 10","Idaho","Community water system","State","Ground water","Active","-","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","28-AUG-2002","Returned to Compliance","30-JUN-2003","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"WA5322617","BADGER MOUNTAIN IRRIGATION DISTRICT","Region 10","Washington","Community water system","State","Surface water purchased","Active","-","2,200","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"AK2320264","NSBU - NUIQSUT","Region 10","Alaska","Community water system","State","Surface water","Active","-","443","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","02-FEB-2001","Returned to Compliance","02-FEB-2001","SOX","State Compliance achieved","-","-","3","19-AUG-2000"
"OR4101486","OR YOUTH AUTHORITY - RIVER BEND","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","75","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","27-SEP-2001","SOX","State Compliance achieved","-","-","3","14-DEC-1999"
"WA5331141","Skyview","Region 10","Washington","Community water system","State","Ground water","Active","-","110","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5327600","GIG HARBOR WATER DEPT","Region 10","Washington","Community water system","State","Ground water","Active","-","11,374","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUN-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"OR4100889","JUNO NON-PROFIT WATER CO","Region 10","Oregon","Community water system","State","Ground water purchased","Active","-","170","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","01-JAN-2002","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"WA5326774","PRINE DRIVE APARTMENTS","Region 10","Washington","Community water system","State","Ground water","Active","-","40","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5326071","BLACK LAKE ESTATES","Region 10","Washington","Community water system","State","Ground water","Active","-","318","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-AUG-2007","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5323960","EVANS WATER SYSTEM","Region 10","Washington","Community water system","State","Ground water","Active","-","47","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5323111","SNO PUD 1 - KAYAK","Region 10","Washington","Community water system","State","Ground water","Active","-","962","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-SEP-2006","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"AK2340638","NOME BELTZ HIGH SCHOOL","Region 10","Alaska","Non-Transient non-community system","State","Ground water purchased","Active","-","435","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","02-APR-2001","Returned to Compliance","02-APR-2001","SOX","State Compliance achieved","-","-","3","19-AUG-2000"
"WA5347163","LIBERTY SCHOOL DISTRICT #362","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","486","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"AK2300214","AMBLER COMMUNITY WATER SYSTEM","Region 10","Alaska","Community water system","State","Ground water","Active","-","261","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","28-SEP-2000","Returned to Compliance","28-SEP-2000","SOX","State Compliance achieved","-","-","3","19-AUG-2000"
"ID3140061","LAKEYS CAFE AND TRAILER PARK","Region 10","Idaho","Community water system","State","Ground water","Active","-","300","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","04-JUN-2002","Returned to Compliance","04-JUN-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
