"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Area Type","County Served","City Served","Zip Code Served","Tribal Code","Tribal Description","Activity Status","Deactivation Date","Address Line1","Address Line2","State Code","Zip Code"
"MI0000817","BOYSVILLE","05","Michigan","Community water system","State","County","Lenawee","-","-","-","-","Changed from public to non-public","30-JUN-2017","8759 Clinton-Macon Road","-","MI","49236"
"MI0001065","CAMP LEHMAN - MDOC","05","Michigan","Community water system","State","City","-","GRAYLING","-","-","-","Changed from public to non-public","01-DEC-2009","5135 Hartwick Pine Road","-","MI","49738"
"MI0001065","CAMP LEHMAN - MDOC","05","Michigan","Community water system","State","County","Crawford","-","-","-","-","Changed from public to non-public","01-DEC-2009","5135 Hartwick Pine Road","-","MI","49738"
"MI0001066","NOKOMIS CHALLENGE CENTER - DHS","05","Michigan","Community water system","State","City","-","HOUGHTON LAKE","-","-","-","Changed from public to non-public","01-FEB-2010","10 North Howes Lake Road","-","MI","49738"
"MI0001066","NOKOMIS CHALLENGE CENTER - DHS","05","Michigan","Community water system","State","County","Roscommon","-","-","-","-","Changed from public to non-public","01-FEB-2010","10 North Howes Lake Road","-","MI","49738"
"MI0001075","CAMP WATERLOO","05","Michigan","Community water system","State","County","Jackson","-","-","-","-","Changed from public to non-public","25-SEP-2001","CAMP WATERLOO","6000 MAUTE ROAD","MI","49240"
"MI0001432","CLARKSTON PLACE APARTMENTS","05","Michigan","Community water system","State","County","Oakland","-","-","-","-","Changed from public to non-public","24-FEB-2003","3782 WATUGA","-","MI","48390"
"MI0001455","CLAYTON TOWNSHIP","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","25-JUN-2007","2552 HARTUN DR.","-","MI","48114"
"MI0002618","GENOA TOWNSHIP","05","Michigan","Community water system","State","City","-","BRIGHTON","-","-","-","Changed from public to non-public","30-MAY-2007","310 W. FRONT - #401","-","MI","49684"
"MI0002618","GENOA TOWNSHIP","05","Michigan","Community water system","State","County","Livingston","-","-","-","-","Changed from public to non-public","30-MAY-2007","310 W. FRONT - #401","-","MI","49684"
"MI0002807","KSL GRAND TRAVERSE RESORT","05","Michigan","Community water system","State","County","Grand Traverse","-","-","-","-","Changed from public to non-public","26-JAN-2004","KSL GRAND TRAVERSE RESORT","P.O. BOX 404","MI","49610"
"MI0001697","CRYSTAL CREEK APARTMENTS","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","09-DEC-2015","Ballard & Van Fleteren C P A","P O Box 68","MI","48423"
"MI0001725","DAVISON TOWNSHIP","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","25-JUN-2007","PO BOX 708","-","MI","48844"
"MI0001805","DEWITT, CITY OF","05","Michigan","Community water system","State","City","-","DEWITT","-","-","-","Changed from public to non-public","22-JUN-2007","7627 KENSINGTON CT.","-","MI","48116"
"MI0001805","DEWITT, CITY OF","05","Michigan","Community water system","State","County","Clinton","-","-","-","-","Changed from public to non-public","22-JUN-2007","7627 KENSINGTON CT.","-","MI","48116"
"MI0002320","FLINT TOWNSHIP","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","25-JUN-2007","1490 SOUTH DYE ROAD","-","MI","48532"
"MI0002345","FLUSHING TOWNSHIP","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","25-JUN-2007","6524 North Seymour Road","-","MI","48433"
"MI0002525","GAINES TOWNSHIP","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","25-JUN-2007","G-9255 West Grand Blanc Road","-","MI","48436"
"MI0002835","GRASS LAKE TOWNSHIP","05","Michigan","Community water system","State","County","Jackson","-","-","-","-","Changed from public to non-public","25-MAY-2010","119 North Lake Street","-","MI","49240"
"MI0002844","GREEN ACRES APARTMENTS","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","27-MAR-2002","P.O. BOX 367","-","MI","48437"
"MI0002855","GREENWOOD APARTMENTS","05","Michigan","Community water system","State","County","Shiawassee","-","-","-","-","Changed from public to non-public","22-OCT-2018","15778 DONNA'S PATH","-","MI","49253"
"MI0002930","HAGAR TOWNSHIP","05","Michigan","Community water system","State","County","Berrien","-","-","-","-","Changed from public to non-public","06-APR-2006","3900 Riverside Road","P.O. Box 135","MI","49084-0135"
"MI2106463","BRANDON FLETCHER/BSD","05","Michigan","Non-Transient non-community system","State","City","-","ORTONVILLE","-","-","-","Changed from public to non-public","15-MAY-2020","1025 ORTONVILLE","-","MI","48462"
"MI2106463","BRANDON FLETCHER/BSD","05","Michigan","Non-Transient non-community system","State","County","Oakland","-","-","-","-","Changed from public to non-public","15-MAY-2020","1025 ORTONVILLE","-","MI","48462"
"MI2106463","BRANDON FLETCHER/BSD","05","Michigan","Non-Transient non-community system","State","Zip Code","-","-","48462","-","-","Changed from public to non-public","15-MAY-2020","1025 ORTONVILLE","-","MI","48462"
"MI2061629","GOOD SHEPHERD CHURCH","05","Michigan","Non-Transient non-community system","State","City","-","ALMA","-","-","-","Changed from public to non-public","15-MAY-2020","7400 BEGOLE ROAD","-","MI","48801"
"MI2061629","GOOD SHEPHERD CHURCH","05","Michigan","Non-Transient non-community system","State","County","Gratiot","-","-","-","-","Changed from public to non-public","15-MAY-2020","7400 BEGOLE ROAD","-","MI","48801"
"MI2061629","GOOD SHEPHERD CHURCH","05","Michigan","Non-Transient non-community system","State","Zip Code","-","-","48801","-","-","Changed from public to non-public","15-MAY-2020","7400 BEGOLE ROAD","-","MI","48801"
"MI2077663","CLARKSTON COMMUNITY EDUCATION","05","Michigan","Non-Transient non-community system","State","County","Oakland","-","-","-","-","Changed from public to non-public","15-MAY-2020","PO BOX 1050","6389 CLARKSTON RD","MI","48347"
"MI2067325","CARMEN PARK ELEMENTARY","05","Michigan","Non-Transient non-community system","State","City","-","FLINT","-","-","-","Changed from public to non-public","15-MAY-2020","G3475  W COURT ST","-","MI","48532"
"MI2067325","CARMEN PARK ELEMENTARY","05","Michigan","Non-Transient non-community system","State","Zip Code","-","-","48507","-","-","Changed from public to non-public","15-MAY-2020","G3475  W COURT ST","-","MI","48532"
"MI2089041","WILLIAMS FORM","05","Michigan","Non-Transient non-community system","State","City","-","BELMONT,","-","-","-","Changed from public to non-public","15-MAY-2020","8165 GRAPHIC DRIVE","-","MI","49306"
"MI2089041","WILLIAMS FORM","05","Michigan","Non-Transient non-community system","State","County","Kent","-","-","-","-","Changed from public to non-public","15-MAY-2020","8165 GRAPHIC DRIVE","-","MI","49306"
"MI2089041","WILLIAMS FORM","05","Michigan","Non-Transient non-community system","State","Zip Code","-","-","49306","-","-","Changed from public to non-public","15-MAY-2020","8165 GRAPHIC DRIVE","-","MI","49306"
"MI2004229","WAL-MART #1422","05","Michigan","Non-Transient non-community system","State","City","-","ALMA","-","-","-","Changed from public to non-public","15-MAY-2020","7945 NORTH ALGER ROAD","-","MI","48801"
"MI2004229","WAL-MART #1422","05","Michigan","Non-Transient non-community system","State","County","Gratiot","-","-","-","-","Changed from public to non-public","15-MAY-2020","7945 NORTH ALGER ROAD","-","MI","48801"
"MI2004229","WAL-MART #1422","05","Michigan","Non-Transient non-community system","State","Zip Code","-","-","48801","-","-","Changed from public to non-public","15-MAY-2020","7945 NORTH ALGER ROAD","-","MI","48801"
"MI2019554","MORLEY ELEMENTARY","05","Michigan","Non-Transient non-community system","State","City","-","MORLEY","-","-","-","Changed from public to non-public","15-MAY-2020","4700 NORTHLAND DRIVE","-","MI","49336"
"MI2019554","MORLEY ELEMENTARY","05","Michigan","Non-Transient non-community system","State","County","Mecosta","-","-","-","-","Changed from public to non-public","15-MAY-2020","4700 NORTHLAND DRIVE","-","MI","49336"
"MI2019554","MORLEY ELEMENTARY","05","Michigan","Non-Transient non-community system","State","Zip Code","-","-","49336","-","-","Changed from public to non-public","15-MAY-2020","4700 NORTHLAND DRIVE","-","MI","49336"
"MI2008331","PENINSULA CHRISTIAN CHURCH","05","Michigan","Transient non-community system","State","County","Houghton","-","-","-","-","Changed from public to non-public","30-JUN-2020","P.O. BOX 378","-","MI","49922"
"MI2008655","MENOMINEE COUNTY ROAD COMM","05","Michigan","Non-Transient non-community system","State","City","-","STEPHENSON","-","-","-","Changed from public to non-public","15-MAY-2020","P.O. Box 527","-","MI","49887"
"MI2008655","MENOMINEE COUNTY ROAD COMM","05","Michigan","Non-Transient non-community system","State","County","Menominee","-","-","-","-","Changed from public to non-public","15-MAY-2020","P.O. Box 527","-","MI","49887"
"MI2008655","MENOMINEE COUNTY ROAD COMM","05","Michigan","Non-Transient non-community system","State","Zip Code","-","-","49887","-","-","Changed from public to non-public","15-MAY-2020","P.O. Box 527","-","MI","49887"
"MI2010450","POWELL MIDDLE SCHOOL","05","Michigan","Non-Transient non-community system","State","City","-","WASHINGTON TOWNSHIP","-","-","-","Changed from public to non-public","15-MAY-2020","316 N. MAIN ST","-","MI","48065"
"MI2010450","POWELL MIDDLE SCHOOL","05","Michigan","Non-Transient non-community system","State","County","Macomb","-","-","-","-","Changed from public to non-public","15-MAY-2020","316 N. MAIN ST","-","MI","48065"
"MI2010450","POWELL MIDDLE SCHOOL","05","Michigan","Non-Transient non-community system","State","Zip Code","-","-","48094","-","-","Changed from public to non-public","15-MAY-2020","316 N. MAIN ST","-","MI","48065"
"MI2027402","PICTURED ROCKS RV PARK & CAMPGROUND","05","Michigan","Transient non-community system","State","County","Alger","-","-","-","-","Changed from public to non-public","10-DEC-2020","PO BOX 539","-","MI","49862"
"MI2055611","FIRST FREEWILL BAPTIST CHURCH","05","Michigan","Transient non-community system","State","County","Berrien","-","-","-","-","Changed from public to non-public","30-JUN-2020","3472 TERRITORIAL ROAD","-","MI","49022"
"MI2000602","USFS - AUTRAIN LAKE CAMPGROUND","05","Michigan","Transient non-community system","State","City","-","AUTRAIN","-","-","-","Changed from public to non-public","30-JUN-2020","820 RAINS DRIVE","-","MI","49837"
"MI2000602","USFS - AUTRAIN LAKE CAMPGROUND","05","Michigan","Transient non-community system","State","County","Alger","-","-","-","-","Changed from public to non-public","30-JUN-2020","820 RAINS DRIVE","-","MI","49837"
"MI2000602","USFS - AUTRAIN LAKE CAMPGROUND","05","Michigan","Transient non-community system","State","Zip Code","-","-","49806","-","-","Changed from public to non-public","30-JUN-2020","820 RAINS DRIVE","-","MI","49837"
"MI0003108","DOVE CREEK MEADOWS","05","Michigan","Community water system","State","County","Macomb","-","-","-","-","Changed from public to non-public","15-APR-2003","19621 WOOD","-","MI","48122"
"MI0003343","WAKEFIELD TOWNSHIP","05","Michigan","Community water system","State","County","Gogebic","-","-","-","-","Changed from public to non-public","24-JUL-2019","P.O. Box 445","-","MI","49959"
"MI0040229","FISHER TRAILER PARK","05","Michigan","Community water system","State","County","Jackson","-","-","-","-","Changed from public to non-public","15-APR-2019","105-662 KING STREET WEST","-","ON","M5V1M7"
"MI0040232","HOLIDAY MANOR","05","Michigan","Community water system","State","County","Jackson","-","-","-","-","Changed from public to non-public","28-MAY-2004","5800 LITTLE PINE LANE","-","MI","48306"
"MI0040243","ENGLISH MEADOWS","05","Michigan","Community water system","State","County","Jackson","-","-","-","-","Changed from public to non-public","20-NOV-2003","ATTN: RICHARD B. WINKELMAN","401 SOUTH WOODWARD  SUITE 400","-","-"
"MI0040309","RAISIN VALLEY ESTATES","05","Michigan","Community water system","State","County","Lenawee","-","-","-","-","Changed from public to non-public","02-OCT-2019","1451 BENNER HIGHWAY","-","MI","49235"
"MI0040320","OCEOLA MF LLC / OAKCREST","05","Michigan","Community water system","State","County","Livingston","-","-","-","-","Changed from public to non-public","29-APR-2010","322 E GRAND RIVER","-","MI","48843"
"MI0040442","PLEASANT VALLEY ESTATES","05","Michigan","Community water system","State","County","Saginaw","-","-","-","-","Changed from public to non-public","23-JUL-2001","PLEASANT VALLEY ESTATES MHP","16331 DOYLE ROAD","MI","48626"
"MI0040444","HURON SHORES","05","Michigan","Community water system","State","County","Sanilac","-","-","-","-","Changed from public to non-public","20-NOV-2007","29550 W.K. SMITH DR.","-","MI","48165"
"MI0040459","VAN'S MOBILE HOME PARK","05","Michigan","Community water system","State","County","Shiawassee","-","-","-","-","Changed from public to non-public","05-NOV-2007","6759 S OCCIDENTAL HWY","-","MI","49286"
"MI0040460","ALAN'S PARK - WEST","05","Michigan","Community water system","State","County","Shiawassee","-","-","-","-","Changed from public to non-public","31-JUL-2008","PO BOX 649","-","MI","48836"
"MI0065207","WEST WOODS OF NILES","05","Michigan","Community water system","State","County","Berrien","-","-","-","-","Changed from public to non-public","05-MAR-2007","1211 State Line Road","-","MI","49120"
"MI0003144","HIGHLAND VALLEY SUBDIVISION","05","Michigan","Community water system","State","County","Oakland","-","-","-","-","Changed from public to non-public","21-MAR-2003","ONE PUBLIC WORKS DRIVE","-","MI","48328"
"MI0003245","HOWARD TOWNSHIP","05","Michigan","Community water system","State","County","Cass","-","-","-","-","Changed from public to non-public","06-APR-2006","271 M-35 EAST","-","MI","49841"
"MI0003255","HOWELL TOWNSHIP","05","Michigan","Community water system","State","County","Livingston","-","-","-","-","Changed from public to non-public","30-MAY-2007","3142 FOUR MILE RD  NE","-","MI","49505"
"MI0040251","STADIUM DRIVE WEST","05","Michigan","Community water system","State","County","Kalamazoo","-","-","-","-","Changed from public to non-public","03-JUL-2007","2800 WATKINS LAKE RD","-","MI","48328"
"MI0040281","NORTHERN ESTATES SOUTH","05","Michigan","Community water system","State","County","Kent","-","-","-","-","Changed from public to non-public","13-JUN-2018","2800 WATKINS LAKE RD","-","MI","48328"
"MI0040336","RIVER MEADOW HOMESITE COMMUNITY","05","Michigan","Community water system","State","County","Mason","-","-","-","-","Changed from public to non-public","08-OCT-2013","195 Wick Willow Drive","-","TX","77356"
"MI0040341","FOREST HILLS MOBILE HOME PARK","05","Michigan","Community water system","State","County","Mecosta","-","-","-","-","Changed from public to non-public","02-SEP-2005","C/O FOREST HILLS MHP","1440 NORTHLAND DRIVE","MI","49307"
"MI0040434","SHADY LANE TRAILER COURT","05","Michigan","Community water system","State","County","Roscommon","-","-","-","-","Changed from public to non-public","14-FEB-2007","8990 CHURCH RD","-","MI","48879"
"MI0040489","WHITE PINES ESTATES","05","Michigan","Community water system","State","County","Van Buren","-","-","-","-","Changed from public to non-public","10-JUN-2014","106 THORPE ST R#1","-","MI","48653"
"MI0040475","TWIN LAKES TRAILER COURT","05","Michigan","Community water system","State","County","St. Joseph","-","-","-","-","Changed from public to non-public","17-MAY-2012","50215 US 131 N  BOX 285","-","MI","49093"
"MI0040565","COUNTRY MOBILE HOME COURT","05","Michigan","Community water system","State","County","Newaygo","-","-","-","-","Changed from public to non-public","04-JAN-2007","G3475  W COURT ST","-","MI","48532"
"MI0040578","DUTTON MILL VILLAGE","05","Michigan","Community water system","State","County","Kent","-","-","-","-","Changed from public to non-public","16-AUG-2006","12220 FILLMORE ST","-","MI","49460"
"MI0065685","RIVER VIEW MANOR","05","Michigan","Community water system","State","County","St. Joseph","-","-","-","-","Changed from public to non-public","18-JUL-2006","55378 Wilbur Road","-","MI","49093"
"MI0040517","PILGRIM TERRACE TRAILOR COURT","05","Michigan","Community water system","State","County","Houghton","-","-","-","-","Changed from public to non-public","16-MAY-2003","US-41, SOUTH","ROUTE 1, BOX 25","MI","49931"
"MI0040582","PAT'S PLACE MHP","05","Michigan","Community water system","State","County","Wexford","-","-","-","-","Changed from public to non-public","03-AUG-2018","3198 N. 7 Road","-","MI","49668"
"MI0040596","SCOTSDALE ESTATES MOBILE HOME PARK","05","Michigan","Community water system","State","County","Gratiot","-","-","-","-","Changed from public to non-public","22-APR-2008","Scotsdale Associates","5647 Sashabaw Road","MI","48346"
"MI0040605","MEADOW BROOK VILLAGE","05","Michigan","Community water system","State","County","Van Buren","-","-","-","-","Changed from public to non-public","11-SEP-2018","8900 WEST HOUGHTON LAKE DR.","-","MI","48629"
"MI0040611","RIVERSIDE/EDGEWATER PARK","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","16-AUG-2005","2174 MILL RD","-","MI","48532"
"MI0040652","COUNTRY MEADOWS VILLAGE","05","Michigan","Community water system","State","County","Kent","-","-","-","-","Changed from public to non-public","26-JUL-2006","12220 FILLMORE ST","-","MI","49460"
"MI0040674","INDIAN LAKE WOODS","05","Michigan","Community water system","State","County","Cass","-","-","-","-","Changed from public to non-public","06-FEB-2008","139 NORTH WHITTAKER ST","-","MI","49117"
"MI0062923","IHS OF MICHIGAN AT CLARKSTON","05","Michigan","Community water system","State","County","Oakland","-","-","-","-","Changed from public to non-public","19-MAR-2003","4800 CLINTONVILLE ROAD","-","MI","48346"
"MI0063317","HURON COUNTY MED CARE FACILITY","05","Michigan","Community water system","State","County","Huron","-","-","-","-","Changed from public to non-public","30-APR-2008","1116 South Van Dyke","-","MI","48413"
"MI0063616","GENESYS HOSPICE","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","22-APR-2003","7280 STATE RD","-","MI","486290397"
"MI0006646","TRAVERSE MANOR AFC","05","Michigan","Community water system","State","County","Grand Traverse","-","-","-","-","Changed from public to non-public","03-JUN-2013","1899 Dracka Road","-","MI","49684"
"MI0006740","UNITED GERMAN AMERICAN RECREATION CLUB","05","Michigan","Community water system","State","County","Oakland","-","-","-","-","Changed from public to non-public","09-OCT-2002","-","-","-","-"
"MI0006795","VIENNA TOWNSHIP","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","25-JUN-2007","3400 West Vienna Road","-","MI","48420"
"MI0007165","WOODCLIFF VILLAGE","05","Michigan","Community water system","State","County","Livingston","-","-","-","-","Changed from public to non-public","24-OCT-2002","3191 HARTLAND ROAD","-","MI","48353"
"MI0007187","WOODWIND WATER SYSTEM","05","Michigan","Community water system","State","County","Oakland","-","-","-","-","Changed from public to non-public","28-MAR-2003","51490 PONTIAC TRAIL","PO BOX 930318","MI","483930318"
"MI0040058","RIVER SPRINGS ESTATES","05","Michigan","Community water system","State","County","Berrien","-","-","-","-","Changed from public to non-public","31-JAN-2007","101 N MAIN  PO BOX 67","-","MI","49103"
"MI0040063","PLEASANT VIEW ESTATES","05","Michigan","Community water system","State","County","Berrien","-","-","-","-","Changed from public to non-public","11-MAR-2013","14786 WINANS","-","MI","49460"
"MI0040064","RAVINE VIEW ESTATES","05","Michigan","Community water system","State","County","Berrien","-","-","-","-","Changed from public to non-public","05-JAN-2009","PROPVEST LTD","PO BOX 1088","NC","27850"
"MI0040135","EDGEWATER/RIVERSIDE","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","20-DEC-2006","2174 MILL RD","-","MI","48532"
"MI0006840","WALDEN WOODS SUBDIVISION","05","Michigan","Community water system","State","City","-","ANN ARBOR","-","-","-","Changed from public to non-public","17-NOV-2003","2966 SHADY LANE","-","-","-"
"MI0006840","WALDEN WOODS SUBDIVISION","05","Michigan","Community water system","State","County","Washtenaw","-","-","-","-","Changed from public to non-public","17-NOV-2003","2966 SHADY LANE","-","-","-"
"MI0007126","WINDJAMMER COVE CONDOMINIUMS","05","Michigan","Community water system","State","County","Emmet","-","-","-","-","Changed from public to non-public","05-NOV-2012","Windjammer Cove Condominium Owner's Assn","3602 Cincinnati Ave","MI","49706"
"MI0007272","ZEELAND TOWNSHIP","05","Michigan","Community water system","State","County","Ottawa","-","-","-","-","Changed from public to non-public","26-JUL-2006","6582 Byron Road","-","MI","49464"
"MI0040010","EDGEWATER MOBILE HOME ESTATES","05","Michigan","Community water system","State","County","Allegan","-","-","-","-","Changed from public to non-public","28-MAY-2013","203 ANTRIM STREET","-","MI","49720"
"MI0040012","HOLIDAY GARDENS MOBILE HOME PARK","05","Michigan","Community water system","State","County","Allegan","-","-","-","-","Changed from public to non-public","17-MAR-2006","108 MARYLAND SE","-","MI","49506"
"MI0040019","LITTLE GEM TRAILER PARK","05","Michigan","Community water system","State","County","Allegan","-","-","-","-","Changed from public to non-public","22-MAR-2010","PO BOX 121","-","MI","49078"
"MI0040055","CLIFFVIEW TRAILER COURT","05","Michigan","Community water system","State","City","-","BENTON HARBOR","-","-","-","Changed from public to non-public","14-JUL-2009","139 INVERNESS LANE","-","IN","46375-2913"
"MI0040055","CLIFFVIEW TRAILER COURT","05","Michigan","Community water system","State","County","Berrien","-","-","-","-","Changed from public to non-public","14-JUL-2009","139 INVERNESS LANE","-","IN","46375-2913"
"MI0040056","GROOMS TRAILER PARK","05","Michigan","Community water system","State","County","Berrien","-","-","-","-","Changed from public to non-public","17-NOV-2011","10725 AIRPORT HWY","-","OH","43558"
"MI0040089","TRIANGLE HOME PARK & SALE","05","Michigan","Community water system","State","County","Calhoun","-","-","-","-","Changed from public to non-public","28-FEB-2005","-","2328 LIVERNOIS","MI","48083"
"MI0040099","MAPLE GROVE TRAILER COURT","05","Michigan","Community water system","State","County","Cass","-","-","-","-","Changed from public to non-public","03-JAN-2012","-","17181 STARBRICK RD","MI","49112"
"MI0040114","CROSSWINDS MOBILE HOME PARK","05","Michigan","Community water system","State","County","Clinton","-","-","-","-","Changed from public to non-public","20-NOV-2003","5330 MIDDLEBELT ROAD","PO BOX 250608","-","-"
"MI0040130","PINE FOREST MOBILE HOME PARK","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","02-JAN-2008","47989 ASHWOOD DR","-","MI","48170-5245"
"MI0040146","DELTA MOBILE HOME PARK","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","23-JUL-2012","11786 WHITE CREEK AVE NE","-","MI","49319"
"MI0040148","DAVISON HILLS MOBILE HOME PARK","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","14-JUN-2012","900 SOUTH LAPEER","-","MI","48371"
"MI0040160","TWIN MEADOWS II","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","23-JUL-2012","11786 WHITE CREEK AVE NE","-","MI","49319"
"MI0040163","TWIN MEADOWS I","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","23-JUL-2012","11786 WHITE CREEK AVE NE","-","MI","49319"
"MI0040178","WOODLAND ESTATES","05","Michigan","Community water system","State","County","Gratiot","-","-","-","-","Changed from public to non-public","13-JAN-2014","1722 Clarabella Road","-","MI","48617"
"IL3037366","ADDISON GOLF CLUB / HANDPUMP","05","Illinois","Transient non-community system","State","County","DuPage","-","-","-","-","Changed from public to non-public","05-JUL-2005","19W250 ARMY TRAIL ROAD","-","IL","60101"
"MI0004051","MAPLE FOREST HIGHGATE MAPLE N","05","Michigan","Community water system","State","City","-","WIXOM","-","-","-","Changed from public to non-public","19-MAR-2003","2059 CHARMS ROAD","-","MI","48392"
"MI0004051","MAPLE FOREST HIGHGATE MAPLE N","05","Michigan","Community water system","State","County","Oakland","-","-","-","-","Changed from public to non-public","19-MAR-2003","2059 CHARMS ROAD","-","MI","48392"
"MI0004105","MARION TOWNSHIP","05","Michigan","Community water system","State","County","Livingston","-","-","-","-","Changed from public to non-public","30-MAY-2007","3382 W. M-55","-","MI","48661"
"MI0004178","MAYFIELD TOWNSHIP","05","Michigan","Community water system","State","County","Lapeer","-","-","-","-","Changed from public to non-public","22-JUN-2007","1900 North Saginaw Road","-","MI","48446"
"MI0004525","MOUNT MORRIS TOWNSHIP","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","25-JUN-2007","5447 Bicentennial Pkwy","-","MI","48458"
"MI0004555","MUNDY TOWNSHIP","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","25-JUN-2007","3478 Mundy Avenue","-","MI","48473"
"MI0004687","CAMP WHITE LAKE","05","Michigan","Community water system","State","County","Oakland","-","-","-","-","Changed from public to non-public","31-JUL-2009","Camp White Lake","8110 East White Lake Road","MI","48386"
"MI0004735","NEW BRIGHT INDUSTRIES","05","Michigan","Community water system","State","City","-","WIXOM","-","-","-","Changed from public to non-public","21-MAR-2003","2059 CHARMS ROAD","-","MI","48392"
"MI0004735","NEW BRIGHT INDUSTRIES","05","Michigan","Community water system","State","County","Oakland","-","-","-","-","Changed from public to non-public","21-MAR-2003","2059 CHARMS ROAD","-","MI","48392"
"MI0005225","PELLSTON CORRECTIONAL CAMP","05","Michigan","Community water system","State","County","Emmet","-","-","-","-","Changed from public to non-public","03-JAN-2002","RR #1, 1500 ROBINSON ROAD","-","MI","49769"
"MI0005231","PENINSULA KNOLLS SUBDIVISION","05","Michigan","Community water system","State","County","Grand Traverse","-","-","-","-","Changed from public to non-public","13-FEB-2009","CMU CENTRAL ENERGY FACILITY","-","MI","48858"
"MI0005847","RYNEARSON VILLAGE APARTMENTS","05","Michigan","Community water system","State","County","Berrien","-","-","-","-","Changed from public to non-public","21-JUN-2006","c/o Park Lane Village Apartments","7746 Red Arrow Highway","MI","49098"
"MI0005848","SAUBLE CORRECTIONAL CAMP","05","Michigan","Community water system","State","County","Mason","-","-","-","-","Changed from public to non-public","17-SEP-2010","4058 EAST FREESOIL ROAD","-","MI","49411"
"MI0005904","SALISBURY VILLAGE","05","Michigan","Community water system","State","County","Oakland","-","-","-","-","Changed from public to non-public","19-MAR-2003","53043 CAMDEN COURT","-","MI","48042"
"MI2153025","CATELLUS CORP./WARE TECH","05","Michigan","Non-Transient non-community system","State","City","-","GRAND BLANC","-","-","-","Changed from public to non-public","15-MAY-2020","740 EAST CAMPBELL RD","SUITE 515","TX","75081"
"MI2153025","CATELLUS CORP./WARE TECH","05","Michigan","Non-Transient non-community system","State","County","Genesee","-","-","-","-","Changed from public to non-public","15-MAY-2020","740 EAST CAMPBELL RD","SUITE 515","TX","75081"
"MI2153025","CATELLUS CORP./WARE TECH","05","Michigan","Non-Transient non-community system","State","Zip Code","-","-","48439","-","-","Changed from public to non-public","15-MAY-2020","740 EAST CAMPBELL RD","SUITE 515","TX","75081"
"MI0004415","MINERAL HILLS","05","Michigan","Community water system","State","County","Iron","-","-","-","-","Changed from public to non-public","08-OCT-2013","106 WEST GENESEE STREET","-","MI","49935"
"MI0004484","MONTROSE TOWNSHIP","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","25-JUN-2007","PO Box 3128","139 South Saginaw Street","MI","48457"
"MI0004850","NORTON SHORES","05","Michigan","Community water system","State","City","-","NORTON SHORES","-","-","-","Changed from public to non-public","20-DEC-2016","4814 HENRY ST","-","MI","49441"
"MI0004850","NORTON SHORES","05","Michigan","Community water system","State","County","Muskegon","-","-","-","-","Changed from public to non-public","20-DEC-2016","4814 HENRY ST","-","MI","49441"
"MI0004887","OAK TERRACE APARTMENTS","05","Michigan","Community water system","State","County","Kalamazoo","-","-","-","-","Changed from public to non-public","28-FEB-2003","2319 GLENWOOD DRIVE","-","MI","49008"
"MI0004930","OCEOLA TOWNSHIP","05","Michigan","Community water system","State","County","Livingston","-","-","-","-","Changed from public to non-public","30-MAY-2007","OCEOLA TOWNSHIP","P.O. BOX 406","MI","48844"
"MI0004963","OLDE MILLPOND","05","Michigan","Community water system","State","County","Kent","-","-","-","-","Changed from public to non-public","19-FEB-2008","3939 WEST M-55","-","MI","48763"
"MI0005070","HOPE NETWORK - COMMUNITY HAVEN","05","Michigan","Community water system","State","County","Ottawa","-","-","-","-","Changed from public to non-public","27-SEP-2001","OTTAWA COUNTY COMMUNITY HAVEN","7851 LEONARD ROAD","MI","49404"
"MI0005122","OWOSSO / CALEDONIA TWP UTILITY AUTHORITY","05","Michigan","Community water system","State","County","Shiawassee","-","-","-","-","Changed from public to non-public","22-JUN-2007","4878 MACKINAW TRAIL","-","MI","49677"
"MI0005332","PINE COVE APARTMENTS","05","Michigan","Community water system","State","County","Clinton","-","-","-","-","Changed from public to non-public","12-MAR-2020","P.O. BOX 250429","-","MI","48025"
